187,1601,"[if gte vml 1]><v:shape id=""Picture_x0020_3"" o:spid=""_x0000_s1029"" 			type=""#_x0000_t75"" style='position:absolute;margin-left:0;margin-top:79.5pt; 			width:10.5pt;height:12pt;z-index:4;visibility:visible;mso-wrap-style:square; 			mso-wrap-distance-left:9pt;mso-wrap-distance-top:0; 			mso-wrap-distance-right:9pt;mso-wrap-distance-bottom:0; 			mso-position-horizontal:absolute;mso-position-horizontal-relative:text; 			mso-position-vertical:absolute;mso-position-vertical-relative:text'> 			<v:imagedata src=""file:///C:\DOCUME~1\maria\LOCALS~1\Temp\msohtmlclip1\01\clip_image001.png"" 			o:title=""""/> 			</v:shape><![endif][if !vml][endif][if gte vml 1]><v:shape id=""Рисунок_x0020_8"" 			o:spid=""_x0000_s1028"" type=""#_x0000_t75"" style='position:absolute; 			margin-left:0;margin-top:79.5pt;width:10.5pt;height:12pt;z-index:3; 			visibility:visible;mso-wrap-style:square;mso-wrap-distance-left:9pt; 			mso-wrap-distance-top:0;mso-wrap-distance-right:9pt; 			mso-wrap-distance-bottom:0;mso-position-horizontal:absolute; 			mso-position-horizontal-relative:text;mso-position-vertical:absolute; 			mso-position-vertical-relative:text'> 			<v:imagedata src=""file:///C:\DOCUME~1\maria\LOCALS~1\Temp\msohtmlclip1\01\clip_image001.png"" 			o:title=""""/> 			</v:shape><![endif][if !vml][endif][if gte vml 1]><v:shape id=""Рисунок_x0020_12"" 			o:spid=""_x0000_s1027"" type=""#_x0000_t75"" style='position:absolute; 			margin-left:0;margin-top:128.25pt;width:10.5pt;height:11.25pt;z-index:2; 			visibility:visible;mso-wrap-style:square;mso-wrap-distance-left:9pt; 			mso-wrap-distance-top:0;mso-wrap-distance-right:9pt; 			mso-wrap-distance-bottom:0;mso-position-horizontal:absolute; 			mso-position-horizontal-relative:text;mso-position-vertical:absolute; 			mso-position-vertical-relative:text'> 			<v:imagedata src=""file:///C:\DOCUME~1\maria\LOCALS~1\Temp\msohtmlclip1\01\clip_image001.png"" 			o:title=""""/> 			</v:shape><![endif][if !vml][endif][if gte vml 1]><v:shape 			id=""Рисунок_x0020_16"" o:spid=""_x0000_s1026"" type=""#_x0000_t75"" style='position:absolute; 			margin-left:0;margin-top:128.25pt;width:10.5pt;height:11.25pt;z-index:1; 			visibility:visible;mso-wrap-style:square;mso-wrap-distance-left:9pt; 			mso-wrap-distance-top:0;mso-wrap-distance-right:9pt; 			mso-wrap-distance-bottom:0;mso-position-horizontal:absolute; 			mso-position-horizontal-relative:text;mso-position-vertical:absolute; 			mso-position-vertical-relative:text'> 			<v:imagedata src=""file:///C:\DOCUME~1\maria\LOCALS~1\Temp\msohtmlclip1\01\clip_image001.png"" 			o:title=""""/> 			</v:shape><![endif][if !vml][endif]Северодвинская городская общественная организация 			-  Ассоциация общественных  объединений инвалидов ""Поможем 			детям""",г. 			Северодвинск,"""Школа  талантов""",330 000
188,1603,"Общественное 			движение ""Ассоциация ненецкого народа ""Ясавэй""",Ненецкий 			автономный округ,"Центр 			общения и развития молодежи при ОД ""Ассоциация ненецкого народа 			""Ясавэй""",500 000
189,1605,Благотворительный 			фонд возрождения культуры и традиций малых городов Руси,"г.Москва, 			г.Ярославль, Нижний Новгород, Балахна, Зарайск, Суздаль, Вязьма  и др.; Московская, Владимирская, 			Ивановская, Ярославская, Смоленская, Рязанская, Калужская, Тульская области",Ноябрьский 			Исторический форум и историко-музыкальный фестиваль «Жемчужина России»,1 000 000
190,1609,Некоммерческая 			организация Национальный фонд «Возрождение русской усадьбы»,"Тверская 			область, город Москва",«Культурное 			наследие. Культура коллективной ответственности»,1 000 000
191,1623,"Некоммерческое 			партнерство ""Гильдия инвестиционных и финансовых аналитиков""","Центральный 			федеральный округ, другие регионы Российской Федерации","Журнал 			""Общественный совет""",1 000 000
192,1638,"Негосударственное 			образовательное учреждение высшего профессионального образования 			""Академия Адвокатуры""",г.Москва,Школа 			адвокатуры,200 000
193,1642,Ассоциация 			офицеров специального назначения ГРУ,г.Москва,"Фестиваль 			искусств патриотического воспитания ""За нас, за вас и за спецназ""",1 300 000
194,1648,"Международный 			общественный фонд ""Защита жертв терроризма и чрезвычайных ситуаций""",Российская 			Федерация: Северо-Западный ФО; Дальневосточный и Сибирский ФО; Уральский ФО; 			Южный ФО; Центральный ФО; Приволжский ФО,"Профилактика 			терроризма в молодежной среде, выработка рекомендаций по планированию, 			координации и управлению антитеррористическими мероприятиями",3 000 000
195,1658,"Автономная 			некоммерческая организация ""Прайм консалтинг""",г.Тверь и 			Тверская область,Повышение 			уровня социальной ответственностибизнеса по развитию науки и технологий в 			г.Тверь и Тверской области,2 000 000
196,1664,"Общероссийская 			общественная благотворительная организация ""Союз семей военнослужащих 			России""",г.Москва и 			Центральный федеральный округ,Популяризация 			подвига русского воинства в Полтавской битве,4 000 000
197,1670,Местная национально-культурная 			автономия эвенков г. Улан-Удэ,республика 			Бурятия,"""Город 			мастеров"" (возрождение традиционных ремесел эвенков Севера Бурятии)",1 000 000
198,1682,"Московская 			областная общественная организация ""Союз женщин Подмосковья""",г.Москва,"Социально-культурный 			проект по привлечению потенциала женской общественной организации к решению 			культурно-нравственных и семейно-демографических проблем ""Женщина для 			мира-мир для женщины""",1 000 000
199,1683,"Региональное 			общественное учреждение Информационный Центр ""Абориген Камчатки""","Петропавловск-Камчатский, 			территория Камчатского края, Корякский округ","Сохранение 			этнической самобытности путем издания газеты ""Абориген Камчатки""",1 000 000
200,1684,"Общественная 			организация общины ительменов ""ПИМЧАХ""","Камчатский 			край, Елизовский район","""Этнокультурные 			знания в массы!!!""",970 000
201,1688,"Общественная 			организация ""Ассоциация коренных малочисленных народов Севера 			г.Петропавловска-Камчатского""",Камчатский 			край и г.Петропавловск-Камчатский,"""Наследие 			предков-на современную сцену""",1 000 000
202,1698,"Региональная 			общественная организация ""Центр поддержки гуманитарных программ и 			интеграционных процессов ""Право на Мир""","Москва, 			Московская область","Разработка 			и реализация комплекса мероприятий, направленных на популяризацию среди 			населения Московской области концепции правового государства, а так же 			обеспечение информационной поддержки научно-просветительской деятельности в 			области правового образования самых широких слоев населения",2 700 000
203,1702,"Автономная 			некоммерческая организация ""Региональный центр образовательных 			технологий""",Тамбовская 			область,"Повышение 			квалификации педагогических работников, обучающих и воспитывающих детей из 			замещающих семей",300 000
204,1704,"Самарское 			региональное отделение Международной общественной организации 			""Российская Ассоциация содействия ООН""",Самарская 			область,"""Молодежный 			клуб политической культуры""(2-ой цикл)",200 000
205,1705,"Автономная 			некоммерческая организация ""Союз деловых женщин""","Центральные 			города Уральского региона - Екатеринбург, Челябинск, и города РосАтома на 			территории Челябинской области – Снежинск, Озерск","Межрегиональный  видео-проект "" Родом из России""",250 000
206,1710,Магаданская 			областная общественная Ассоциация коренных малочисленных народов и этнических 			групп Севера,"Ольский, 			Северо-Эвенский, Среднеканский, Омсукчанский, Хасынский, Тенькинский районы, 			г. Магадан",«Искусство 			народов Севера в зеркале мировой культуры»,500 000
