587,"Северо-Осетинская 			Общественная Организация ""ФАРН""-""FARN""",Республика 			Северная Осетия-Алания,"Культура и 			конфликт, гендерные аспекты: Учить и руководить - образовательная программа 			для учителей, молодежных лидеров, родителей и представителей администрации 			пост конфликтных регионов Северного Кавказа.","200 000,00"
590,"Некоммерческое 			партнерство поддержки литераторов ""Родные просторы""",Санкт-Петербург,"""Научная и 			творческая мысль современной россии:  			общия история, духовность, патриотизм в многонациональном 			отечестве""","200 000,00"
596,"Автономная 			некоммерческая организация ""Старорусский центр 			интеллектуально-художественного развития ""Введенская сторона""",Новгородская 			область,"""Высокий 			интеллект, культура и нравственность подрастающего поколения - залог 			стабильности государства в будущем""","200 000,00"
597,"Автономная 			Некоммерческая Организация  ""Центр 			социальных, образовательных и культурных программ имени братьев 			Бахрушиных""",г. Москва,"Социально-образовательные  технологии: ""Третий возраст - новые 			возможности""","1 400 000,00"
601,"Автономная 			некоммерческая организация ""Добрыня""",Пензенская 			область,"""Формирование 			общероссийской гражданской идентичности в полиэтническом регионе""","300 000,00"
603,"Карельская 			региональная общественная организация инвалидов - опорников 			""Петросино""",Республика 			Карелия,"""Истоки 			толерантности""","250 000,00"
604,"Русская 			школьная библиотечная ассоциация, ассоциация",г. Москва,Современный 			школьный библиотекарь - важнейший ресурс развития образования,"1 700 000,00"
614,"Приморский 			общественный фонд социальной поддержки и защиты военнослужащих-ветеранов 			локальных войн и военных конфликтов ""СОЛДАТ""",Приморский край,"""Оборудование  компьютерного класса в детском доме 			с.Ольховка , Кировского района , Приморского края""","500 000,00"
620,"Саратовское 			областное отделение Общероссийской общественной организации ""Российский 			Красный Крест""",Саратовская 			область,Как прекрасен 			этот мир,"500 000,00"
634,"Межрегиональный 			общественный фонд ""Образование в третьем тысячелетии""",г. Москва,Уроки малого 			предпринимательства,"3 000 000,00"
636,"Региональная 			общественная организация ""Историко-культурный поисковый центр 			""Обелиск""",г. Москва,Великая 			Отечественная - народная война (воспитание толерантности у подростков и 			молодежи через работу в многонациональном коллективе по увековечению памяти 			павших в годы Великой Отечественной войны),"400 000,00"
639,"Международный 			Союз экономистов, International Union of Economists, Inc",г. Москва,Мировой опыт и 			экономика России: новые источники энергии и их вклад в экономическое развитие 			и экономическую безопасность,"1 500 000,00"
640,"Общественная 			организация ""Вольное экономическое общество России""",г. Москва,Экономический 			рост России и экономическая безопасность,"1 500 000,00"
641,"Автономная 			некоммерческая организация ""Герои Отчизны""",г. Москва,"Международный 			форум Героев Советского Союза, Российской Федерации, Социалистического 			Труда  и молодёжи ""Звезда 			Героя"".","1 800 000,00"
643,"Автономная 			некоммерческая организация ""АПСНЫ""",г. Москва,"""Дети 			разных народов"" (молодежная общественная дипломатия)","700 000,00"
648,"Всероссийский 			союз общественных объединений ""Движение женщин за здоровье нации""",г. Москва,Санпросвет: 			воспитание здоровья,"3 500 000,00"
659,"Саранская 			городская детская экологическая общественная организация ""Зеленый 			мир""",Республика 			Мордовия,"Эколого - 			этнографический проект ""Дерево Земли, на которой я живу""","500 000,00"
662,"Региональный 			общественный фонд поддержки народного творчества Республики Алтай ""Арт 			Юнион""",Республика Алтай,"""Информационный 			центр- как экономическое и культурное развитие поселений Республики 			Алтай""","700 000,00"
666,"Межрегиональная  культурно-просветительская 			общественная  организация 			""Татарская община Санкт-Петербурга и Ленинградской области""",Санкт-Петербург,"Фестиваль 			народных культур и ремесел ""Перекресток культур""","700 000,00"
668,"Некоммерческий 			фонд содействия развитию интеллект - центров ""Интеллект-ХХI""",г. Москва,"Проект 			""Русский хлеб"", Направленный на социальную интеграцию и адаптацию 			мигрантов в городе Москве","700 000,00"
672,"Международная 			общественная организация ""Международная академия телевидения и 			радио""",г. Москва,"""Медиа-знание 			XXI""  Курс переподготовки 			работников региональных электронных СМИ","3 000 000,00"
673,"Орловское 			областное отделение Общероссийского общественного фонда ""Российский фонд 			мира""",Орловская 			область,Международный 			лагерь мира,"500 000,00"
674,"Городской 			благотворительный фонд ""Первоуральск - 21 век""",Свердловская 			область,"""Перекресток 			культур""","500 000,00"
676,"Красноярская 			региональная организация общественной организации общества ""Знание"" 			России",Красноярский 			край,Сибирский 			Открытый гражданский университет (СОГУ) - ресурс становления гражданского 			общества,"300 			000,00"
679,"Региональная 			общественная благотворительная организация инвалидов - ПараАртийский Центр 			""Иван да Марья""",г. Москва,"Параартиада (2007 ? 2008) ? 			Фестиваль искусств  ? ""Волшебная 			сила искусства спасает и лечит сердца""","300 			000,00"
681,"Курская 			областная детская общественная организация ""Детский центр мира""",Курская область,"""Мир дому 			твоему!""","200 000,00"
694,"Челябинская 			городская общественная организация  			""Челябинский Дом ученых""",Челябинская 			область,"Интеллектуальный 			центр Челябинского Дома ученых: ""Наука-отечеству""","400 000,00"
698,"Региональная 			общественная организация ""Татарская национально-культурная автономия г. 			Москвы""",г. Москва,"""От 			взаимного познания культур - к межнациональному доверию, дружбе и 			единству""","700 000,00"
702,"Иркутская 			областная общественная организация ""Ассоциация Байкальская экологическая 			сеть"" (""Байкал-экосеть"")",Иркутская 			область,"Байкаловедение: 			разработка, издание  и внедрение 			комплекта учебно-методических материалов в школьное образование Байкальского 			региона. Этап 2. Разработка макета учебника по байкаловедению для 5 класса","215 000,00"
705,"Негосударственное 			учреждение дополнительная ""Юношеская Автомобильная Школа"", г.Москва",г. Москва,"Образовательная 			программа профилактики  и 			предупреждения детского дорожно-транспортного травматизма, воспитание и  обучение участников дорожного движения в 			юношеских автомобильных школах.","3 000 000,00"
710,Общественная 			организация Союз педиатров России,г. Москва,Дистанционное 			образование в системе охраны здоровья детей,"800 000,00"
717,"Республиканская 			молодежная общественная организация ""Лидер-центр КБР""",Кабардино-Балкарская 			республика,"""Инициативы 			молодых""","300 000,00"
718,"Автономная 			некоммерческая организация  			""Общенациональный совет просветительских организаций""",г. Москва,Разработка 			системы организационно - методической и технологической модернизации 			Общественного просветительского движения России.   Проведение конгресса  просветительских организаций,"3 850 000,00"
725,"Региональная 			общественная организация ""Еврейский общинный культурный центр Рязанской 			области ""Хесед-Тшува""",Рязанская 			область,"Региональный 			межнациональный проект  ""Мы 			разные, и мы вместе""","300 000,00"
727,"Общественная 			организация - Ставропольская краевая организация общества ""Знание"" 			России",Ставропольский 			край,"Образование, 			досуг  пожилых людей - народный 			университет ""Третьего возраста"", факультеты: ""Экология и 			здоровье человека"", ""Активное долголетие"", 			""Психология"", ""Компьютерное образование""","300 			000,00"
728,Хабаровский 			краевой благотворительный общественный фонд культуры,Хабаровский край,Истоки,"500 			000,00"
729,"Брянский 			региональный общественный фонд здорового образа жизни ""Вместе за 			будущее""",Брянская область,"""Студия 			Мульт-мотив"" - Создание детско-юношеской студии анимации для 			формирования антинаркотического мировоззрения  			через мультипликацию и авторское кино"".","500 000,00"
732,Оренбургская 			областная общественная организация Российского Союза Молодежи,Оренбургская 			область,"Областной 			фестиваль гитарной песни ""Наполним музыкой сердца""","300 000,00"
741,"Евразийский 			центр современного искусства Курганская региональная общественная организация 			Структурное подразделение телестудия ""Rus Ecology Film""",Курганская 			область,"""Мы живем в 			России!"" - просветительский  			проект для детей средних образовательных школ России","800 000,00"
745,"Рязанское 			областное отделение общероссийского общественного благотворительного фонда 			""Российский детский фонд""",Рязанская 			область,"Межрегиональный 			фестиваль-конкурс детского юношеского творчества ""Паруса надежды"", 			предусматривающий участие в творческих коллективов и отдельных исполнителей 			всех жанров, действующих на базах детских домов и школ - интернатов 			Центрального Федерального округа","500 000,00"
755,"Некоммерческая 			организация Союз ""Гильдия книжников""",г. Москва,Русский каталог 			АВС. Интернет-каталог профессиональной книги мира,"3 000 000,00"
763,"Некоммерческий 			Фонд поддержки книгоиздания, образования и новых информационных технологий 			""Пушкинская библиотека""",г. Москва,"""Школа 			библиотечного лидерства: библиотеки как центры устойчивого развития местных 			сообществ России""","3 480 000,00"
773,"Свердловское 			региональное общественное учреждение ""Институт региональной 			политики"" (ИРП)",Свердловская 			область,"Общественно-политический 			журнал ""Уральский федеральный округ""","1 000 000,00"
787,"Автономная 			некоммерческая организация ""Реутовский инновационный центр""",Московская 			область,"Создание 			краеведческого интернет-портала  			""Моя Малая Родина"" и развитие социально доступного туризма","700 000,00"
789,"Межрегиональный  Общественный Фонд социальной безопасности 			""ПРАВОПОРЯДОК-ЩИТ""",г. Москва,"""Москва - 			вековечная столица России""","1 000 000,00"
790,"Общероссийская 			общественная организация работников средств массовой информации 			""МедиаСоюз""",г. Москва,"Разработка 			инновационного курса ""Печатная пресса"" для студентов журналистских 			факультетов","5 000 000,00"
812,"Некоммерческое 			партнерство ""Академия мировоззренческих технологий""",г. Москва,"Общенациональный 			проект ""Мирокультурная Россия: к зимним Олимпийским играм 2014 			года"".","2 000 000,00"
814,"Общественная 			организация по работе с детьми - инвалидами и их семьями ""Улыбка"" 			Спасского района",Приморский край,"""Здоровые 			дети - здоровая нация"".","500 000,00"
816,"Орловская 			региональная  общественная организация 			""Общество помощи аутичным детям СОЛНЫШКО""",Орловская 			область,"""Отворяя  двери надежды"".","300 000,00"
821,"Тверская 			региональная общественная организация ""Финский национально-культурный 			центр""",Тверская область,"Создание 			информационного центра ""Тверская Ингерманландия""","250 000,00"
826,"Карельская 			региональная общественная организация ""Свободное образование""",Республика 			Карелия,"""Азбука 			выживания"" (Создание образовательной среды,  способствующей  устойчивому социально-экономическому 			развитию региона и сохранению малых деревень Карелии как природно-исторического 			явления)","300 			000,00"
832,"Международный  Союз Общественных объединений 			""Конгресс по вопросам семьи, материнства и детства""",г. Москва,"Социально-культурный проект 			"" Право на выбор!""","3 			000 000,00"
837,"Фонд 			""ЕДИНЕНИЕ"" памяти Спасителя Отечества князя Дмитрия Пожарского",Ивановская 			область,"Информационная 			система ""Воины отечества""","500 000,00"
843,"Тюменская 			областная организация общества ""Знание"" России, ПТОО общества 			""Знание""",Тюменская 			область,"""Центр  социально-психологической   помощи и консультативной  поддержки""","400 000,00"
856,"Ассоциация 			производителей станкоинструментальной продукции ""Станкоинструмент""",г. Москва,"Создание 			""Универсального обучающего комплекса"" и инновационных методов 			подготовки высококвалифицированных специалистов по обслуживанию станков с ЧПУ","700 000,00"
861,"Фонд 			""Нанук"" (Фонд поддержки средствами кино и телевидения образования и 			творчества национальных меньшинств и коренных народов в местах их компактного 			проживания)",Пермский край,"""Дорогой 			героя Вазы""","500 000,00"
864,"Фонд 			""Независимая литературная премия ""Дебют""",г. Москва,"Разработка и 			создание сайта ""Новая литературная карта России""","6 715 000,00"
867,"""Общественное 			движение женщин Автозаводского района г.Нижний Новгород. ""Чайка""",Нижегородская 			область,"""Образовательный 			проект: по созданию ""Центров реинтеграции пожилых людей в общество""","1 090 000,00"
869,Фонд 			исторической фотографии имени Карла Буллы,Санкт-Петербург,"""Первый 			кадр"" - Фотошкола для детей, оставшихся без родителей","500 000,00"
870,Тверская 			областная общественная организация добровольного общества любителей книги - 			правопреемник Тверской областной общественной организации добровольного 			общества любителей книги России,Тверская область,"""Сказки, 			отраженные в Волге""","500 000,00"
871,"Воронежское 			региональное общественное движение ""Женское единство""",Воронежская 			область,"Социально-образовательный 			проект ""Школа жизни на селе""","1 000 000,00"
877,Некоммерческая 			организация Фонд Возрождения Народной Культуры,г. Москва,"""Поющая 			Душа России"" - серия анимационных фильмов для детей по мотивам русских 			народных песен","3 991 000,00"
879,"Некоммерческое 			партнерство ""Совет общественных и некоммерческих организаций Восточного 			административного округа г. Москвы""",г. Москва,"""Вместе 			весело шагать""","500 000,00"
881,"Ассоциация 			""Союз авиационного двигателестроения""",г. Москва,"Производство 			научно-популярного фильма о российских конструкторах двигателей для 			отечественного самолетостроения ""Вместо сердца пламенный мотор""","1 500 000,00"
886,"Карачаево 			- Черкесское республиканское общественное движение женщин ""Мир дому 			твоему""",Карачаево-Черкесская 			республика,"""Легко 			любить все человечество - попробуй полюбить соседа"" - воспитание 			толерантности в местном сообществе","270 000,00"
890,Тамбовский    региональный   общественный    Фонд   			содействия развития национальных  			проектов и информационных    			технологий,Тамбовская 			область,"Проект 			образовательной программы Тамбовской области ""Учиться всегда и 			везде""","300 			000,00"
897,"Ярославская 			региональная общественная организация ""Центр поддержки социальных 			программ и гражданских инициатив""",Ярославская 			область,"""Привлечение молодежи к 			формированию информационного пространства Ярославской области""","500 			000,00"
901,"Автономная 			некоммерческая организация ""Центр правовой поддержки местного 			самоуправления""",г. Москва,Подготовка 			кейсов по правовому обеспечению деятельности органов местного самоуправления 			всех уровней с целью повышения уровня профессиональной грамотности 			специалистов муниципальных органов,"3 500 000,00"
903,"Некоммерческий 			фонд ""Международный Общественный Фонд ""МИР БЕЗ ВОЙНЫ""",г. 			Москва,"Подвижник 			русского языка (в рамках программы ""Всемирное культурное наследие, 			фундаментальные ценности и русский язык"")","400 			000,00"
908,"Негосударственное 			учреждение ""Центр розыска и информации Общества Красного Креста"" 			(ЦРИ РОКК)",г. Москва,"""Народная дипломатия 			Красного Креста на службе розыска граждан""","500 			000,00"
910,"Автономная 			некоммерческая организация ""Институт антропотехники""",Московская 			область,Образовательный 			проект по подготовке и проведению семинаров-тренингов с целью формирования 			дипломатических команд по созданию региональных общественных палат,"3 500 000,00"
912,"Некоммерческое 			Партнерство ""Межрегиональное Авторское Содружество""",г. Москва,"Информационно-образовательный 			проект ""Культурные прививки"", направленный на пропаганду малого 			бизнеса и самозанятости в средствах массовой информации","4 877 000,00"
913,Ассоциация  ДиВиДи Издателей,г. Москва,"Проект 			""Историческая правда"" - программа мероприятий направленная на 			патриотическое воспитание молодежи","3 500 000,00"
921,"Всероссийский 			общественный Фонд ""Татарская семья""",Республика 			Татарстан,Здоровая семья,"1 			000 000,00"
934,"Саратовское 			региональное отделение Общероссийской общественной организации ""Союз 			театральных деятелей Российской Федерации (Всероссийское театральное 			общество)""",Саратовская 			область,"""Возвращение ""синей 			птицы"" детям-инвалидам, страдающим ДЦП""","300 			000,00"
937,"Ивановское 			отделение общественной организации ""Союз писателей России"", г. 			Иваново",Ивановская 			область,"""На крыльях 			пегаса""","320 000,00"
953,"Калмыцкое 			республиканское отделение Общероссийского общественного благотворительного 			фонда ""Российский детский фонд""",Республика 			Калмыкия,Проба пера,"300 000,00"
959,"Некоммерческая 			организация Фонд ""Фестиваль авторской песни имени Валерия Грушина""",г. 			Москва,"Фестиваль 			военно-патриотической и авторской песни ""Рубежи нашей памяти"", 			посвященный 65-летию Победы в Великой Отечественной войне","500 			000,00"
960,"Автономная 			некоммерческая организация ""Институт общественных и гуманитарных 			инициатив""",Архангельская 			область,"Агентство сельского развития 			Архангельской области""","185 			000,00"
962,"Чувашская 			республиканская общественная организация инвалидов ""союз 			""Чернобыль"", г. Чебоксары",Чувашская 			республика,"""Памяти 			живая нить""","525 000,00"
972,"Владимирская 			областная общественная организация ""Добровольная Ассоциация 			Некоммерческих Организаций""",Владимирская 			область,"""Гражданский 			университет. Система гражданского образования во Владимирской области""","300 			000,00"
976,"Автономная 			некоммерческая организация содействия развитию куль-турно-просветительской 			деятельности ""Диалог культур""",г. 			Москва,"Инициирование 			международного проекта организации системы меж-культурной коммуникации детей 			и подростков ""Мир. Культура. Диа-лог""","300 000,00"
1000,"Самарский 			областной общественный фонд по развитию образования ""Самарский фонд 			""Экос""",Самарская 			область,"""Помогая себе - помогаешь 			Земле"" (Формирование экологической культуры на каждом уроке)","300 			000,00"
1002,"НОУ 			СОШ ""Православная классическая гимназия ""Радонеж""",г. Москва,"Овладение 			профессиональными компетенциями в области культурного туризма и формирование 			через это активной гражданской позиции, инициативности и чувства патриотизма 			у молодежи","700 000,00"
1011,"Автономная 			некоммерческая организация ""Клуб имени Джерри Рубина"", г. Москва",г. 			Москва,"Проект 			""Фотоадаптация"" - фотоискусство в социальном потоке","500 			000,00"
1020,"Автономная 			некоммерческая организация  концертное 			агентство ""Виртуоз-концерт""",г. 			Москва,"Всероссийский 			кадетский военно-патриотический художественно-образовательный фестиваль 			""Золотой Эполет""","700 000,00"
1022,"Межрегиональная 			общественная благотворительная организация ""Дальневосточный общественный 			ресурсный центр ""Инициативная Сеть Активистов Региона""",Приморский 			край,Центр 			межнационального сотрудничества,"500 000,00"
1023,"Хакасская 			республиканская общественная организация  			Союз ""Чернобыль""",Республика 			Хакасия,"""Чернобыльская 			АЭС: катастрофа, труд, подвиг""","200 000,00"
1025,"Автономна 			некоммерческая организация образования и культуры ""Центр эстетического 			воспитания ""Рождественка""",г. 			Москва,"Общероссийский 			Фестиваль-конкурс ""Дети читают русскую классику""","300 000,00"
1026,"Общероссийская 			общественная организация ""Творческий Союз художников России""",г. 			Москва,"""Художник 			и педагог""","300 000,00"
1030,"Региональная 			общественная организация ""Столичный центр поддержки молодежных 			инициатив""",г. 			Москва,"""Общее 			дело""","500 000,00"
1032,"Некоммерческая 			благотворительная организация ""Мемориальный фонд культурного и 			творческого наследия С.И. и А.С. Ростоцких""",г. 			Москва,"""Русские 			усадьбы""","1 000 000,00"
1033,"Региональная 			общественная организация ""Дом молодёжных общественных объединений""",г. 			Москва,"""Клуб 			молодого москвича""","500 000,00"
1034,"Коми 			Республиканская организация Общероссийской общественной организации 			""Российский союз ветеранов Афганистана""",Республика 			Коми,"""Мы 			этой памяти верны""","300 000,00"
1035,"Общественная 			организация ""Российское общество социологов""",г. 			Москва,"Образовательно-просветительская 			программа ""Год социологии в России""","1 000 000,00"
1038,"Автономная 			некоммерческая организация ""Центр поддержки культуры и творчества 			""Вдохновение""",г. 			Москва,"""Ожерелье"" 			- общественный образовательный проект по развитию системы негосударственных 			детских образовательных, творческих и досуговых центров путем создания единой 			системы информационного обмена и взаимодействия","2 500 000,00"
1039,"Псковская 			областная общественная организация ""Центр устойчивого развития Псковской 			области""",Псковская 			область,Программа 			легализации и развития малого бизнеса - программа мероприятий направленная на 			повышения культурно - образовательного уровня представителей малого бизнеса,"2 500 000,00"
1042,"Коми 			региональная организация общероссийской общественной организации инвалидов 			""Всероссийское Ордена Трудового Красного Знамени общество слепых"" 			(Коми РО ВОС)",Республика 			Коми,Социальная 			реабилитация инвалидов по зрению Республики Коми через современные технологии,"500 000,00"
1046,"Региональная 			общественная организация ""Женская занятость""",г. 			Москва,"""Региональные 			выпуски журнала ""Социальное партнерство - опыт конструктивного 			взаимодействия общественности, власти, и социально ориентированного 			бизнеса""","150 000,00"
1048,"Автономная 			Некоммерческая Организация науки  и 			культуры ""Женский проект СПб""",Санкт-Петербург,"Петербургский 			фестиваль семейного чтения ""Домашние вечера""","200 000,00"
1080,"Региональная 			общественная организация ""Институт проблем гражданского общества""",г. 			Москва,"""Информационные 			ресурсы для гражданского образования""","5 000 000,00"
1086,"Некоммерческое 			партнерство содействия развитию институтов гражданского общества 			""ВАТАНЫМ"", г. Москва",г. 			Москва,"Издание 			и распространение газеты ""татарский мир"" и журнал ""восточный 			свет""","4 500 000,00"
1104,"Некоммерческая 			организация ""Фонд реализации городских социальных программ""",Мурманская 			область,"""Школа 			НКО""","300 000,00"
1106,Тольяттинская 			городская общественная организация памяти Адмирала Ушакова,Самарская 			область,"""Улица 			Ушакова""","300 000,00"
1126,"Автономная 			некоммерческая организация ""Центр развития и укрепления 			внешнеэкономических связей ""Прогресс""",г. 			Москва,Программа 			мероприятий по созданию межрегионального  			учебного и информационно-консультативного центра направленная на 			повышение качества кадрового и информационно-аналитического обеспечения 			Субъектов Федерации в области внешних экономических связей,"5 000 000,00"
1127,"Некоммерческая 			организация ""Фонд Возрождение Собора Рождества Пресвятой Богородицы в п. 			Катунки""",Нижегородская 			область,"""Дорога 			к храму"" - программа культурно-просветительских мероприятий направленная 			на приобщение молодого поколения и широкой общественности к историческому, 			культурному и духовному наследию Новгородской области","2 500 000,00"
1128,"Некоммерческое 			образовательное учреждение ""Российская Академия адвокатуры. 			(Институт)""",г. 			Москва,"""Имею 			право"" (Совершенствование российского правосудия и адвакатуры усилиями 			НПО)","6 000 000,00"
